DATATIME,WINDSPEED,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,WINDPOWER
2022/5/30 15:15:00.000,11.7,303,12.3,25,814,45985.92448
2022/5/30 15:30:00.000,11.6,303,12.2,25,814,45648.82468
2022/5/30 15:45:00.000,11.5,304,12.2,25,814,45759.62624
2022/5/30 16:00:00.000,11.5,304,12.1,25,814,45672.96712
2022/5/30 16:15:00.000,11.4,305,12.1,25,814,45612.04682
2022/5/30 16:30:00.000,11.5,304,12.1,25,814,45827.99024
2022/5/30 16:45:00.000,11.5,304,12.2,24,814,45764.60453
2022/5/30 17:00:00.000,11.6,303,12.2,24,814,45719.88647
2022/5/30 17:15:00.000,11.3,303,12.2,24,814,45955.74549
2022/5/30 17:30:00.000,10.9,304,12.1,24,814,45935.65493
2022/5/30 17:45:00.000,10.5,305,12,25,814,44102.79273
2022/5/30 18:00:00.000,10,306,11.9,25,814,41592.09212
2022/5/30 18:15:00.000,9.6,307,11.8,25,814,38697.46909
2022/5/30 18:30:00.000,9.2,307,11.6,26,814,35418.92364
2022/5/30 18:45:00.000,8.7,308,11.3,26,814,32141.32848
2022/5/30 19:00:00.000,8.3,310,11.1,27,814,28862.78303
2022/5/30 19:15:00.000,8,311,10.8,28,814,26152.51879
2022/5/30 19:30:00.000,7.9,313,10.4,29,814,24010.53576
2022/5/30 19:45:00.000,7.6,316,10,30,815,21869.50303
2022/5/30 20:00:00.000,7.5,318,9.6,31,815,19727.52
2022/5/30 20:15:00.000,7.3,321,9.1,32,815,17404.97939
2022/5/30 20:30:00.000,6.9,324,8.6,34,815,14901.88121
2022/5/30 20:45:00.000,6.6,327,8.1,36,815,12397.83273
2022/5/30 21:00:00.000,6.2,330,7.6,38,815,9894.734545
2022/5/30 21:15:00.000,5.8,332,7.2,40,815,7967.52
2022/5/30 21:30:00.000,5.2,332,7,41,815,6615.238788
2022/5/30 21:45:00.000,4.7,333,6.7,42,816,5262.957576
2022/5/30 22:00:00.000,4.1,334,6.5,43,816,3910.676364
2022/5/30 22:15:00.000,3.8,335,6.2,44,816,2768.412121
2022/5/30 22:30:00.000,3.5,331,5.8,45,816,1834.264242
2022/5/30 22:45:00.000,3.4,330,5.5,46,816,901.0666667
2022/5/30 23:00:00.000,3.2,325,5.1,47,816,120.5203418
2022/5/30 23:15:00.000,3.1,322,4.7,49,816,205.8369324
2022/5/30 23:30:00.000,2.9,316,4.3,51,816,374.7142626
2022/5/30 23:45:00.000,2.8,309,4,52,816,277.9107885
2022/5/31 0:00:00.000,4.9,291,4,58,816,1187.568182
2022/5/31 0:15:00.000,5,289,3.8,58,816,1481.300909
2022/5/31 0:30:00.000,5.1,286,3.7,59,816,1926.577273
2022/5/31 0:45:00.000,5.2,283,3.5,59,815,2372.789091
2022/5/31 1:00:00.000,5.4,281,3.4,60,815,2818.065455
2022/5/31 1:15:00.000,5.5,278,3.3,60,815,3423.304545
2022/5/31 1:30:00.000,5.5,275,3.2,60,815,4187.570909
2022/5/31 1:45:00.000,5.6,273,3.2,60,815,4951.837273
2022/5/31 2:00:00.000,5.7,270,3.1,60,815,5716.103636
2022/5/31 2:15:00.000,5.7,270,3.1,60,815,6349.406364
2022/5/31 2:30:00.000,5.7,270,3.1,60,815,6852.680909
2022/5/31 2:45:00.000,5.6,269,3,59,815,7355.02
2022/5/31 3:00:00.000,5.6,269,3,59,815,7858.294545
2022/5/31 3:15:00.000,5.6,270,3,59,815,8112.738182
2022/5/31 3:30:00.000,5.7,270,2.9,58,815,8119.286364
2022/5/31 3:45:00.000,5.7,271,2.8,58,815,8125.834545
2022/5/31 4:00:00.000,5.8,272,2.7,57,815,8132.382727
2022/5/31 4:15:00.000,5.8,274,2.6,57,815,7854.552727
2022/5/31 4:30:00.000,5.8,275,2.7,56,815,7293.28
2022/5/31 4:45:00.000,5.8,277,2.8,55,815,6732.007273
2022/5/31 5:00:00.000,5.9,278,2.9,54,815,6170.734545
2022/5/31 5:15:00.000,5.9,279,3.2,52,815,5114.606364
2022/5/31 5:30:00.000,5.8,279,3.7,51,815,3562.687273
2022/5/31 5:45:00.000,5.7,279,4.3,50,816,2010.768182
2022/5/31 6:00:00.000,5.6,279,4.8,49,816,81.39965706
2022/5/31 6:15:00.000,5.5,279,5.5,47,816,365.3374477
2022/5/31 6:30:00.000,5.4,279,6.3,46,816,270.681814
2022/5/31 6:45:00.000,5.3,278,7.2,44,816,176.960061
2022/5/31 7:00:00.000,5.2,277,8,43,816,69.7613378
2022/5/31 7:15:00.000,5,276,8.7,41,816,9.32261466
2022/5/31 7:30:00.000,4.6,275,9.3,40,816,189.1074779
2022/5/31 7:45:00.000,4.1,274,9.9,38,816,202.3486436
2022/5/31 8:00:00.000,3.7,273,10.5,37,816,267.8912925
2022/5/31 8:15:00.000,3.4,270,11.1,35,816,119.0236453
2022/5/31 8:30:00.000,3.2,270,11.8,33,816,75.20182527
2022/5/31 8:45:00.000,3.1,268,12.5,32,816,171.4305669
2022/5/31 9:00:00.000,2.9,266,13.2,30,816,326.5295231
2022/5/31 9:15:00.000,2.8,266,13.7,29,816,325.1595555
2022/5/31 9:30:00.000,2.9,268,14,29,816,213.831825
2022/5/31 9:45:00.000,3,270,14.3,29,816,129.7182214
2022/5/31 10:00:00.000,3.1,270,14.6,29,816,363.468333
2022/5/31 10:15:00.000,3.1,274,14.8,29,816,232.7624972
2022/5/31 10:30:00.000,3.2,275,15,29,816,386.2870023
2022/5/31 10:45:00.000,3.2,279,15.2,28,816,1412.077273
2022/5/31 11:00:00.000,3.4,280,15.4,28,816,2487.85
2022/5/31 11:15:00.000,3.4,285,15.5,28,816,3572.041818
2022/5/31 11:30:00.000,3.6,289,15.6,28,816,4663.717273
2022/5/31 11:45:00.000,3.8,293,15.6,27,816,5755.392727
2022/5/31 12:00:00.000,4,297,15.7,27,816,6847.068182
2022/5/31 12:15:00.000,4.1,298,15.7,27,816,7674.01
2022/5/31 12:30:00.000,4.1,298,15.8,27,816,8237.153636
2022/5/31 12:45:00.000,4.2,297,15.8,27,816,8801.232727
2022/5/31 13:00:00.000,4.2,297,15.9,27,816,9364.376364
2022/5/31 13:15:00.000,4.2,295,15.9,27,816,9462.599091
2022/5/31 13:30:00.000,4.2,291,15.8,27,816,9094.965455
2022/5/31 13:45:00.000,4.2,288,15.7,28,816,8728.267273
2022/5/31 14:00:00.000,4.2,284,15.6,28,816,8360.633636
2022/5/31 14:15:00.000,4.3,283,15.5,28,816,8220.315455
2022/5/31 14:30:00.000,4.4,284,15.3,29,816,8306.377273
2022/5/31 14:45:00.000,4.6,286,15.1,30,816,8391.503636
2022/5/31 15:00:00.000,4.7,287,14.9,31,816,8477.565455
2022/5/31 15:15:00.000,4.6,293,14.7,32,816,8248.379091
2022/5/31 15:30:00.000,4.3,304,14.5,33,816,7703.009091
2022/5/31 15:45:00.000,4.4,315,14.2,34,816,7157.639091
2022/5/31 16:00:00.000,4.5,326,14,35,816,6612.269091
2022/5/31 16:15:00.000,4.4,329,13.8,36,816,5984.579091
2022/5/31 16:30:00.000,4.2,325,13.6,38,816,5275.504545
2022/5/31 16:45:00.000,3.9,318,13.3,39,816,4565.494545
2022/5/31 17:00:00.000,3.7,313,13.1,41,816,3856.42
2022/5/31 17:15:00.000,3.5,305,13,42,816,3416.756364
2022/5/31 17:30:00.000,3.5,294,12.9,43,816,3245.568182
2022/5/31 17:45:00.000,3.5,282,12.9,43,817,3074.38
2022/5/31 18:00:00.000,3.7,272,12.8,44,817,2903.191818
2022/5/31 18:15:00.000,3.9,269,12.6,45,817,2721.713636
2022/5/31 18:30:00.000,4.1,269,12.1,47,817,2528.074545
2022/5/31 18:45:00.000,4.3,270,11.6,48,817,2334.435455
2022/5/31 19:00:00.000,4.5,270,11.1,50,817,2140.796364
2022/5/31 19:15:00.000,4.6,271,10.4,52,817,1848.934545
2022/5/31 19:30:00.000,4.7,277,9.6,55,817,1457.914545
2022/5/31 19:45:00.000,4.8,282,8.9,57,818,1066.894545
2022/5/31 20:00:00.000,5,287,8.1,60,818,675.8745455
2022/5/31 20:15:00.000,5.2,292,7.6,61,818,350.0681347
2022/5/31 20:30:00.000,5.2,296,7.4,62,818,340.9435567
2022/5/31 20:45:00.000,5.4,299,7.1,62,818,225.6109699
2022/5/31 21:00:00.000,5.5,303,6.9,63,818,359.4921169
2022/5/31 21:15:00.000,5.6,305,6.7,63,818,289.4239243
2022/5/31 21:30:00.000,5.5,305,6.6,64,818,324.3046153
2022/5/31 21:45:00.000,5.3,304,6.4,64,819,222.6167122
2022/5/31 22:00:00.000,5.2,304,6.3,65,819,399.9348705
2022/5/31 22:15:00.000,5.1,303,6.1,66,819,50.70932156
2022/5/31 22:30:00.000,5,300,5.9,67,819,9.672401691
2022/5/31 22:45:00.000,4.7,298,5.8,68,819,190.9341177
2022/5/31 23:00:00.000,4.6,294,5.6,69,819,356.8319121
2022/5/31 23:15:00.000,4.5,291,5.4,70,819,365.1575228
2022/5/31 23:30:00.000,4.3,289,5.2,71,819,166.4543909
2022/5/31 23:45:00.000,4.2,287,5.1,72,819,105.3770255
2022/6/1 0:00:00.000,1.1,350,4.7,57,819,69.76420881
2022/6/1 0:15:00.000,1,336,4.5,57,819,35.0759381
2022/6/1 0:30:00.000,0.8,315,4.4,57,819,67.16923263
2022/6/1 0:45:00.000,0.9,297,4.3,58,819,127.6763046
2022/6/1 1:00:00.000,1,276,4.2,58,819,378.290056
2022/6/1 1:15:00.000,1.2,270,4.1,58,819,209.3262625
2022/6/1 1:30:00.000,1.5,266,4.1,58,819,89.92237597
2022/6/1 1:45:00.000,1.7,263,4,57,818,273.9123352
2022/6/1 2:00:00.000,2,261,4,57,818,11.65507809
2022/6/1 2:15:00.000,2.3,257,4,57,818,371.1276511
2022/6/1 2:30:00.000,2.6,257,4,57,818,132.7646152
2022/6/1 2:45:00.000,2.8,255,3.9,56,818,46.96575511
2022/6/1 3:00:00.000,3.1,255,3.9,56,818,370.0568252
2022/6/1 3:15:00.000,3.3,256,3.9,56,818,38.1757644
2022/6/1 3:30:00.000,3.6,257,3.8,56,818,220.9860945
2022/6/1 3:45:00.000,3.9,260,3.7,57,818,212.644555
2022/6/1 4:00:00.000,4.2,260,3.6,57,818,763.2727273
2022/6/1 4:15:00.000,4.3,263,3.5,57,818,1259.330909
2022/6/1 4:30:00.000,4.6,269,3.5,57,818,1842.81697
2022/6/1 4:45:00.000,4.8,271,3.6,56,818,2426.30303
2022/6/1 5:00:00.000,5.1,276,3.6,56,818,3009.789091
2022/6/1 5:15:00.000,5.4,280,3.9,55,818,3510.598788
2022/6/1 5:30:00.000,5.6,285,4.5,54,818,3929.682424
2022/6/1 5:45:00.000,5.9,288,5.1,53,819,4348.766061
2022/6/1 6:00:00.000,6.1,292,5.7,52,819,4767.849697
2022/6/1 6:15:00.000,6.4,294,6.5,50,819,4943.655758
2022/6/1 6:30:00.000,6.7,296,7.6,48,819,4878.084848
2022/6/1 6:45:00.000,6.8,297,8.7,45,819,4812.513939
2022/6/1 7:00:00.000,7.1,299,9.8,43,819,4746.94303
2022/6/1 7:15:00.000,6.9,300,10.8,41,819,4843.873939
2022/6/1 7:30:00.000,6.5,299,11.7,38,819,5104.25697
2022/6/1 7:45:00.000,6.1,297,12.6,35,819,5364.64
2022/6/1 8:00:00.000,5.7,296,13.5,32,819,5625.02303
2022/6/1 8:15:00.000,5.5,296,14.2,30,819,6926.938182
2022/6/1 8:30:00.000,5.8,296,14.7,28,819,9269.435152
2022/6/1 8:45:00.000,5.9,296,15.3,27,819,11611.93212
2022/6/1 9:00:00.000,6.1,296,15.8,25,819,13954.42909
2022/6/1 9:15:00.000,6.4,297,16.3,24,819,16262.71515
2022/6/1 9:30:00.000,6.6,297,16.8,23,819,18536.7903
2022/6/1 9:45:00.000,6.8,298,17.2,22,819,20809.91515
2022/6/1 10:00:00.000,7,298,17.7,21,819,23083.9903
2022/6/1 10:15:00.000,7.3,299,18.1,21,819,25500.61091
2022/6/1 10:30:00.000,7.7,300,18.5,21,819,28059.77697
2022/6/1 10:45:00.000,8,300,18.9,20,819,30618.94303
2022/6/1 11:00:00.000,8.4,301,19.3,20,819,33178.10909
2022/6/1 11:15:00.000,8.7,301,19.7,20,819,34803.12727
2022/6/1 11:30:00.000,8.8,302,20,20,819,35495.89818
2022/6/1 11:45:00.000,8.9,302,20.3,21,818,36187.71879
2022/6/1 12:00:00.000,9.1,302,20.6,21,818,36880.4897
2022/6/1 12:15:00.000,9.2,303,20.9,21,818,37163.68
2022/6/1 12:30:00.000,9.2,304,21.1,21,818,37037.2897
2022/6/1 12:45:00.000,9.2,304,21.4,21,818,36911.8497
2022/6/1 13:00:00.000,9.2,305,21.6,21,818,36785.45939
2022/6/1 13:15:00.000,9.2,306,21.8,21,818,36648.61576
2022/6/1 13:30:00.000,9.1,306,21.9,21,818,36500.36848
2022/6/1 13:45:00.000,9.1,307,22,21,817,36353.07152
2022/6/1 14:00:00.000,9,308,22.1,21,817,36204.82424
2022/6/1 14:15:00.000,8.8,309,22.1,21,817,35793.34303
2022/6/1 14:30:00.000,8.7,309,22.1,21,817,35119.57818
2022/6/1 14:45:00.000,8.5,309,22.2,21,817,34445.81333
2022/6/1 15:00:00.000,8.4,310,22.2,21,817,33772.04848
2022/6/1 15:15:00.000,8.2,311,22.2,21,817,32934.83152
2022/6/1 15:30:00.000,8,311,22.1,21,817,31935.11273
2022/6/1 15:45:00.000,7.8,312,22,21,817,30936.34424
2022/6/1 16:00:00.000,7.6,312,21.9,21,817,29936.62545
2022/6/1 16:15:00.000,7.4,313,21.9,21,817,28759.2
2022/6/1 16:30:00.000,7.3,314,21.8,21,817,27404.06788
2022/6/1 16:45:00.000,7.1,315,21.7,22,817,26047.98545
2022/6/1 17:00:00.000,6.9,316,21.6,22,817,24692.85333
2022/6/1 17:15:00.000,6.7,317,21.4,23,817,22739.0303
2022/6/1 17:30:00.000,6.4,316,21.1,24,817,20185.56606
2022/6/1 17:45:00.000,6.1,316,20.8,25,817,17632.10182
2022/6/1 18:00:00.000,5.7,316,20.5,26,817,15078.63758
2022/6/1 18:15:00.000,5.4,314,19.9,28,817,12788.40727
2022/6/1 18:30:00.000,5.1,312,19,31,817,10760.46061
2022/6/1 18:45:00.000,4.7,308,18.2,34,818,8731.563636
2022/6/1 19:00:00.000,4.4,305,17.3,37,818,6703.61697
2022/6/1 19:15:00.000,4.2,304,16.5,38,818,4924.649697
2022/6/1 19:30:00.000,4.1,307,15.8,39,818,3393.711515
2022/6/1 19:45:00.000,4.1,309,15,40,818,1862.773333
2022/6/1 20:00:00.000,4,312,14.3,41,818,348.721862
2022/6/1 20:15:00.000,3.9,314,13.7,42,818,240.4200469
2022/6/1 20:30:00.000,3.7,315,13.3,43,818,284.0681301
2022/6/1 20:45:00.000,3.5,317,12.9,44,819,259.6193691
2022/6/1 21:00:00.000,3.3,319,12.5,45,819,328.0601196
2022/6/1 21:15:00.000,3.2,319,12.1,46,819,350.218511
2022/6/1 21:30:00.000,3,318,11.8,47,819,213.0096984
2022/6/1 21:45:00.000,2.8,314,11.4,48,819,323.1995032
2022/6/1 22:00:00.000,2.5,312,11.1,49,819,267.6585927
2022/6/1 22:15:00.000,2.3,317,10.8,50,819,72.30373879
2022/6/1 22:30:00.000,2.1,329,10.5,51,819,110.3980694
2022/6/1 22:45:00.000,2.1,343,10.2,52,819,388.335336
2022/6/1 23:00:00.000,2.1,357,9.9,53,819,74.26101222
2022/6/1 23:15:00.000,2.1,11,9.6,53,819,34.26616991
2022/6/1 23:30:00.000,2.2,30,9.4,54,819,51.18469051
2022/6/1 23:45:00.000,2.3,47,9.2,55,820,342.0706362
2022/6/2 0:00:00.000,2.3,45,8.7,59,819,183.3955901
2022/6/2 0:15:00.000,2.5,56,8.6,60,819,12.04037135
2022/6/2 0:30:00.000,2.6,65,8.6,60,819,67.60615369
2022/6/2 0:45:00.000,2.9,72,8.7,59,819,299.6730046
2022/6/2 1:00:00.000,3.2,79,8.7,59,819,228.6715074
2022/6/2 1:15:00.000,3.3,83,8.8,59,819,360.9622213
2022/6/2 1:30:00.000,3.2,85,8.9,58,819,122.9880788
2022/6/2 1:45:00.000,3.1,88,9,58,819,393.5207643
2022/6/2 2:00:00.000,3,90,9.1,57,819,82.78582448
2022/6/2 2:15:00.000,2.9,92,9.3,57,819,186.6809458
2022/6/2 2:30:00.000,2.6,97,9.4,56,819,331.1374972
2022/6/2 2:45:00.000,2.5,104,9.6,55,819,115.5364987
2022/6/2 3:00:00.000,2.2,111,9.7,54,819,220.8439358
2022/6/2 3:15:00.000,2.1,118,9.8,54,819,123.889287
2022/6/2 3:30:00.000,2,127,9.7,54,819,350.9850347
2022/6/2 3:45:00.000,1.8,135,9.6,55,819,247.7237761
2022/6/2 4:00:00.000,1.8,146,9.5,55,819,118.4775779
2022/6/2 4:15:00.000,1.7,156,9.4,56,819,267.3316722
2022/6/2 4:30:00.000,1.7,163,9.2,57,819,228.569875
2022/6/2 4:45:00.000,1.5,172,9,58,819,319.2553273
2022/6/2 5:00:00.000,1.5,180,8.8,59,819,222.8642416
2022/6/2 5:15:00.000,1.4,184,8.9,59,819,23.50363451
2022/6/2 5:30:00.000,1.3,189,9.2,60,819,210.7900652
2022/6/2 5:45:00.000,1.3,198,9.6,60,819,47.77136823
2022/6/2 6:00:00.000,1.2,204,9.9,61,819,55.61168775
2022/6/2 6:15:00.000,1.2,215,10.6,60,819,34.47907393
2022/6/2 6:30:00.000,1.2,222,11.5,58,819,163.7703003
2022/6/2 6:45:00.000,1.2,228,12.4,56,819,50.22481352
2022/6/2 7:00:00.000,1.2,235,13.3,54,819,353.9117592
2022/6/2 7:15:00.000,1.2,235,14.2,51,819,37.64178836
2022/6/2 7:30:00.000,1.2,235,15,48,819,360.1909974
2022/6/2 7:45:00.000,1.4,234,15.7,44,819,111.6923322
2022/6/2 8:00:00.000,1.4,234,16.5,41,819,302.778196
2022/6/2 8:15:00.000,1.5,233,17.3,38,819,284.1642296
2022/6/2 8:30:00.000,1.8,232,18,37,819,147.8952816
2022/6/2 8:45:00.000,2.1,233,18.7,35,819,395.6992645
2022/6/2 9:00:00.000,2.4,232,19.4,34,819,229.718092
2022/6/2 9:15:00.000,2.7,234,20.1,32,819,215.2677604
2022/6/2 9:30:00.000,3.1,238,20.7,31,819,350.1880242
2022/6/2 9:45:00.000,3.4,242,21.4,29,819,93.86028452
2022/6/2 10:00:00.000,3.8,245,22,28,819,383.8469977
2022/6/2 10:15:00.000,4.1,248,22.5,27,819,344.6150793
2022/6/2 10:30:00.000,4.3,251,22.9,26,819,368.4637003
2022/6/2 10:45:00.000,4.6,255,23.3,25,819,330.0165948
2022/6/2 11:00:00.000,4.8,257,23.7,24,819,685.14
2022/6/2 11:15:00.000,4.9,258,24,23,819,1549.5
2022/6/2 11:30:00.000,5,260,24.3,22,819,2395.24
2022/6/2 11:45:00.000,5,261,24.6,22,819,3240.98
2022/6/2 12:00:00.000,5,262,24.9,21,819,4086.72
2022/6/2 12:15:00.000,4.9,264,25.1,21,819,4850.14
2022/6/2 12:30:00.000,4.8,265,25.2,21,819,5533.2
2022/6/2 12:45:00.000,4.7,266,25.3,20,818,6216.26
2022/6/2 13:00:00.000,4.6,268,25.4,20,818,6899.32
2022/6/2 13:15:00.000,4.4,267,25.5,20,818,7517.7
2022/6/2 13:30:00.000,4.3,266,25.5,20,818,8071.4
2022/6/2 13:45:00.000,4.2,265,25.4,20,818,8625.1
2022/6/2 14:00:00.000,4.1,263,25.4,20,818,9178.8
2022/6/2 14:15:00.000,4.1,260,25.4,20,818,9752.1
2022/6/2 14:30:00.000,4.1,256,25.5,20,818,10343.04
2022/6/2 14:45:00.000,4.2,253,25.6,19,818,10933.98
2022/6/2 15:00:00.000,4.3,249,25.7,19,818,11524.92
2022/6/2 15:15:00.000,4.3,247,25.7,19,818,12090.38
2022/6/2 15:30:00.000,4.3,245,25.6,19,818,12628.4
2022/6/2 15:45:00.000,4.3,244,25.6,20,817,13167.4
2022/6/2 16:00:00.000,4.3,242,25.5,20,817,13705.42
2022/6/2 16:15:00.000,4.2,239,25.5,20,817,13974.92
2022/6/2 16:30:00.000,4.1,232,25.4,20,817,13973.94
2022/6/2 16:45:00.000,4,226,25.3,20,817,13972.96
2022/6/2 17:00:00.000,4,219,25.2,20,817,13971.98
2022/6/2 17:15:00.000,4,213,24.9,21,817,13986.68
2022/6/2 17:30:00.000,4.2,207,24.5,22,817,14017.06
2022/6/2 17:45:00.000,4.6,202,24.1,24,817,14047.44
2022/6/2 18:00:00.000,4.9,197,23.7,25,817,14077.82
2022/6/2 18:15:00.000,5.4,194,23.1,26,817,14734.42
2022/6/2 18:30:00.000,5.8,192,22.4,27,817,16017.24
2022/6/2 18:45:00.000,6.4,190,21.6,28,817,17301.04
2022/6/2 19:00:00.000,6.9,188,20.9,29,817,18583.86
2022/6/2 19:15:00.000,7.3,189,20.3,29,817,20025.44
2022/6/2 19:30:00.000,7.5,192,19.8,30,817,21624.8
2022/6/2 19:45:00.000,7.7,196,19.3,31,818,23225.14
2022/6/2 20:00:00.000,7.9,198,18.8,32,818,24824.5
2022/6/2 20:15:00.000,7.9,201,18.3,33,818,25731
2022/6/2 20:30:00.000,7.8,203,17.8,35,818,25943.66
2022/6/2 20:45:00.000,7.7,204,17.3,37,818,26156.32
2022/6/2 21:00:00.000,7.6,206,16.8,39,818,26368.98
2022/6/2 21:15:00.000,7.7,207,16.5,41,818,27146.12
2022/6/2 21:30:00.000,7.9,207,16.3,42,818,28487.74
2022/6/2 21:45:00.000,8,208,16.2,43,818,29829.36
2022/6/2 22:00:00.000,8.1,208,16,44,818,31170.98
2022/6/2 22:15:00.000,8.2,207,15.8,44,818,32222.52
2022/6/2 22:30:00.000,8.1,206,15.6,44,818,32984.96
2022/6/2 22:45:00.000,8.1,205,15.5,45,818,33747.4
2022/6/2 23:00:00.000,8,204,15.3,45,818,34509.84
2022/6/2 23:15:00.000,7.9,203,15.1,46,818,35389.88
2022/6/2 23:30:00.000,8,204,14.9,47,818,36386.54
2022/6/2 23:45:00.000,8.1,204,14.8,48,818,37384.18
2022/6/3 0:00:00.000,8.1,206,14.8,48,818,38785.84727
2022/6/3 0:15:00.000,8.1,205,14.6,49,818,38971.15636
2022/6/3 0:30:00.000,8.1,205,14.4,50,818,39138.4097
2022/6/3 0:45:00.000,8.1,206,14.3,51,818,39304.71273
2022/6/3 1:00:00.000,8.1,206,14.1,52,818,39471.96606
2022/6/3 1:15:00.000,8,206,13.9,53,818,39479.56848
2022/6/3 1:30:00.000,7.9,206,13.7,54,818,39326.5697
2022/6/3 1:45:00.000,7.7,206,13.4,55,818,39173.57091
2022/6/3 2:00:00.000,7.6,206,13.2,56,818,39020.57212
2022/6/3 2:15:00.000,7.4,207,13,56,818,38498.85576
2022/6/3 2:30:00.000,7.3,209,12.9,57,818,37606.52121
2022/6/3 2:45:00.000,7.3,210,12.7,58,818,36714.18667
2022/6/3 3:00:00.000,7.2,212,12.6,59,818,35821.85212
2022/6/3 3:15:00.000,7.2,214,12.5,59,818,35234.56485
2022/6/3 3:30:00.000,7.2,215,12.4,60,818,34954.22545
2022/6/3 3:45:00.000,7.3,218,12.3,60,818,34672.93576
2022/6/3 4:00:00.000,7.4,220,12.2,61,818,34392.59636
2022/6/3 4:15:00.000,7.4,221,12.3,61,818,34057.13939
2022/6/3 4:30:00.000,7.5,222,12.5,60,818,33666.56485
2022/6/3 4:45:00.000,7.6,223,12.7,59,818,33275.9903
2022/6/3 5:00:00.000,7.6,224,12.9,58,818,32885.41576
2022/6/3 5:15:00.000,7.6,225,13.1,58,818,32472.03394
2022/6/3 5:30:00.000,7.6,226,13.2,58,818,32033.94424
2022/6/3 5:45:00.000,7.5,227,13.3,59,818,31595.85455
2022/6/3 6:00:00.000,7.5,228,13.4,59,818,31157.76485
2022/6/3 6:15:00.000,7.5,230,13.6,59,818,30547.6703
2022/6/3 6:30:00.000,7.5,232,14,59,818,29766.52121
2022/6/3 6:45:00.000,7.4,234,14.3,58,819,28985.37212
2022/6/3 7:00:00.000,7.4,237,14.7,58,819,28204.22303
2022/6/3 7:15:00.000,7.3,237,15,58,819,27119.92727
2022/6/3 7:30:00.000,7,235,15.1,59,819,25731.53455
2022/6/3 7:45:00.000,6.7,233,15.3,59,819,24343.14182
2022/6/3 8:00:00.000,6.5,232,15.4,60,819,22954.74909
2022/6/3 8:15:00.000,6.1,230,15.7,60,819,21729.80848
2022/6/3 8:30:00.000,5.7,231,16,60,819,20668.32
2022/6/3 8:45:00.000,5.2,230,16.3,60,819,19606.83152
2022/6/3 9:00:00.000,4.8,231,16.6,60,819,18545.34303
2022/6/3 9:15:00.000,4.4,233,17,59,819,17652.05818
2022/6/3 9:30:00.000,4.2,240,17.5,58,819,16927.92727
2022/6/3 9:45:00.000,4,247,18,56,818,16202.84606
2022/6/3 10:00:00.000,4,254,18.5,55,818,15478.71515
2022/6/3 10:15:00.000,4,256,19.2,52,818,15338.0703
2022/6/3 10:30:00.000,4.2,251,20.1,49,818,15779.96121
2022/6/3 10:45:00.000,4.5,245,21.1,45,818,16221.85212
2022/6/3 11:00:00.000,4.8,241,22,42,818,16663.74303
2022/6/3 11:15:00.000,5.1,239,22.8,39,818,17270.98667
2022/6/3 11:30:00.000,5.5,241,23.3,37,818,18041.68242
2022/6/3 11:45:00.000,5.9,242,23.8,35,817,18812.37818
2022/6/3 12:00:00.000,6.3,243,24.3,33,817,19583.07394
2022/6/3 12:15:00.000,6.4,243,24.7,32,817,19776.93576
2022/6/3 12:30:00.000,6.1,245,25,31,817,19393.96364
2022/6/3 12:45:00.000,5.8,247,25.3,30,817,19010.99152
2022/6/3 13:00:00.000,5.5,249,25.6,29,817,18628.01939
2022/6/3 13:15:00.000,5.4,251,25.9,28,817,18445.56121
2022/6/3 13:30:00.000,5.4,253,26.3,27,817,18464.56727
2022/6/3 13:45:00.000,5.5,254,26.6,26,817,18482.62303
2022/6/3 14:00:00.000,5.6,256,27,25,817,18501.62909
2022/6/3 14:15:00.000,5.5,258,27.2,24,817,18339.12727
2022/6/3 14:30:00.000,5.6,262,27.2,23,817,17995.11758
2022/6/3 14:45:00.000,5.5,265,27.2,23,816,17651.10788
2022/6/3 15:00:00.000,5.6,268,27.2,22,816,17307.09818
2022/6/3 15:15:00.000,5.6,270,27.2,22,816,16905.12
2022/6/3 15:30:00.000,5.5,272,27.1,22,816,16445.17333
2022/6/3 15:45:00.000,5.4,273,27,22,816,15985.22667
2022/6/3 16:00:00.000,5.3,275,26.9,22,816,15525.28
2022/6/3 16:15:00.000,5,273,26.7,23,816,15454.00727
2022/6/3 16:30:00.000,4.7,268,26.4,24,816,15771.40848
2022/6/3 16:45:00.000,4.4,258,26.1,25,817,16089.76
2022/6/3 17:00:00.000,4.3,249,25.8,26,817,16407.16121
2022/6/3 17:15:00.000,4.4,237,25.3,28,817,17030.56
2022/6/3 17:30:00.000,4.9,225,24.7,31,817,17959.95636
2022/6/3 17:45:00.000,5.8,216,24,34,817,18890.30303
2022/6/3 18:00:00.000,6.6,209,23.4,37,817,19819.69939
2022/6/3 18:15:00.000,7.2,207,22.8,40,817,21117.81333
2022/6/3 18:30:00.000,7.3,209,22.2,43,817,22784.64485
2022/6/3 18:45:00.000,7.6,211,21.6,46,817,24452.42667
2022/6/3 19:00:00.000,7.7,213,21,49,817,26119.25818
2022/6/3 19:15:00.000,7.7,215,20.5,52,817,26652.37818
2022/6/3 19:30:00.000,7.4,217,20,53,817,26050.83636
2022/6/3 19:45:00.000,7.2,219,19.5,54,818,25450.24485
2022/6/3 20:00:00.000,6.9,221,19,55,818,24848.70303
2022/6/3 20:15:00.000,6.7,222,18.5,57,818,23656.07273
